ID	RA	e_RA	DEC	e_DEC	Sint	e_Sint	Spk	e_Spk	MAJAX	e_MAJAX	MINAX	e_MINAX	PA	e_PA	Island_RMS	S_Code	Mosaic_Name
J130130.0+521735	195.37531	3.9	52.29311	3.0	77.0	8.4	22.3	3.4	65.5	8.8	33.0	3.2	59.7	10.9	2.6	S	R40D65
J130057.1+521803	195.23814	2.1	52.30109	2.2	35.3	5.8	36.1	4.5	25.3	1.9	24.1	1.7	-17.6	62.8	2.6	S	R40D65
J130023.8+523542	195.09944	2.0	52.595	2.0	392.5	39.5	311.5	31.3	29.4	0.3	26.8	0.2	7.9	4.4	2.8	S	R40D65
J130003.5+523401	195.01494	2.5	52.567	2.7	25.0	5.4	20.7	3.6	29.0	4.3	26.0	3.5	1.5	56.9	2.8	S	R40D65
J125958.5+522945	194.99411	2.2	52.49606	2.2	59.2	7.6	44.1	5.3	30.2	2.1	27.8	1.8	24.2	34.7	2.8	S	R40D65
J125903.6+524354	194.76541	2.2	52.73192	2.2	61.5	7.7	44.0	5.3	32.9	2.4	26.6	1.6	52.0	14.2	2.8	S	R40D65
J125850.9+523913	194.71239	2.4	52.65377	2.4	35.8	5.9	27.5	4.1	29.2	3.2	27.9	3.0	56.6	90.0	2.8	S	R40D65
J125734.3+524547	194.39291	3.0	52.76318	3.0	39.6	6.0	21.0	3.7	38.9	6.2	30.2	4.0	48.4	26.8	2.9	S	R40D65
J125711.6+524320	194.29865	2.0	52.72236	2.0	213.9	21.9	199.6	20.2	26.6	0.4	25.2	0.4	76.8	10.8	2.9	S	R40D65
J125737.2+523823	194.40501	2.0	52.63972	2.0	686.9	68.9	620.5	62.1	27.1	0.1	25.5	0.1	54.7	2.8	2.8	S	R40D65
J125759.7+522253	194.49892	2.0	52.38141	2.0	396.8	39.9	361.4	36.2	26.6	0.2	25.8	0.2	52.3	9.6	2.6	S	R40D65
J125706.0+523312	194.27534	2.1	52.55355	2.0	192.9	19.7	91.0	9.5	46.6	1.7	28.4	0.8	74.9	2.8	2.7	S	R40D65
J125816.4+521704	194.56874	2.0	52.28458	2.0	110.8	11.9	99.5	10.3	26.8	0.7	26.0	0.7	0.8	39.1	2.6	S	R40D65
J125714.1+521540	194.3091	2.1	52.26139	2.1	61.9	7.5	48.1	5.5	31.4	1.9	25.6	1.3	63.3	11.8	2.6	S	R40D65
J125920.7+543216	194.83638	2.0	54.53805	2.0	263.2	26.8	233.3	23.5	26.9	0.3	26.2	0.3	-88.6	19.3	2.8	S	R40D65
J125958.3+542210	194.99295	2.1	54.36945	2.2	62.4	7.9	46.9	5.6	30.2	2.0	27.5	1.7	33.9	28.9	2.9	S	R40D65
J125815.5+542153	194.56497	2.0	54.36476	2.0	417.7	42.0	393.9	39.5	26.0	0.2	25.5	0.2	-9.0	16.0	2.8	S	R40D65
J125616.8+543929	194.07008	2.6	54.65828	2.5	26.1	5.1	20.7	3.4	28.9	3.9	27.3	3.5	64.1	90.0	2.6	S	R40D65
J125632.6+542859	194.13596	2.2	54.48328	2.1	83.2	9.3	50.6	5.8	33.9	2.0	30.3	1.6	-55.9	20.5	2.6	S	R40D65
J125618.4+542553	194.07681	2.6	54.43165	2.8	33.4	5.4	20.8	3.5	33.3	4.7	30.1	3.9	3.7	55.6	2.6	S	R40D65
J125955.6+540626	194.98198	2.3	54.10728	2.2	33.4	5.7	30.0	4.1	27.7	2.7	25.1	2.2	-53.9	39.5	2.7	S	R40D65
J125804.2+541707	194.51782	2.2	54.28533	2.3	82.2	10.6	46.5	5.4	39.3	3.5	19.0	0.9	-54.0	4.8	2.8	M	R40D65
J125725.1+540208	194.35487	2.0	54.03559	2.0	219.3	22.4	167.7	17.0	32.0	0.6	25.6	0.4	-86.6	2.8	2.6	S	R40D65
J125602.8+541819	194.01189	2.0	54.30551	2.0	325.0	32.8	306.7	30.8	26.0	0.2	25.5	0.2	-15.4	17.2	2.6	S	R40D65
J125349.1+543844	193.4549	2.6	54.64569	2.6	27.0	5.1	20.6	3.4	30.9	4.3	26.5	3.3	-45.9	39.4	2.6	S	R39D66
J125453.1+542853	193.72141	2.1	54.48151	2.1	69.7	8.2	57.7	6.4	28.0	1.3	27.0	1.2	-45.3	50.4	2.6	S	R40D65
J125229.5+544025	193.12309	2.0	54.67387	2.1	81.4	9.3	72.0	7.7	27.2	1.1	25.9	1.0	5.1	32.2	2.7	S	R39D66
J125124.6+544604	192.85262	2.3	54.7678	2.5	32.3	5.6	25.0	3.8	30.9	3.8	26.2	2.8	-19.4	30.4	2.7	S	R39D66
J125155.9+543702	192.98325	2.0	54.61735	2.0	386.1	38.8	218.3	22.0	39.4	0.6	28.0	0.3	-58.6	2.3	2.7	S	R39D66
J125054.1+543813	192.72545	2.0	54.63719	2.0	87.3	9.9	79.5	8.4	27.0	1.0	25.4	0.8	43.9	23.4	2.7	S	R39D66
J125443.5+542251	193.68137	2.2	54.38099	2.2	35.1	5.7	33.9	4.3	25.5	2.0	25.3	2.0	-87.4	90.0	2.6	S	R40D65
J125244.3+542250	193.18497	2.0	54.38076	2.0	1258.0	125.9	1164.6	116.5	26.1	0.1	25.9	0.1	-34.5	9.6	2.6	S	R40D65
J125139.0+542757	192.9126	2.0	54.46596	2.0	430.9	43.3	377.2	37.8	27.2	0.2	26.2	0.2	-22.0	8.1	2.5	S	R39D66
J125130.9+541621	192.87915	2.1	54.27273	2.1	44.5	6.2	43.5	5.0	26.3	1.6	24.3	1.4	4.5	28.9	2.5	S	R40D65
J125712.4+534953	194.30173	2.0	53.83161	2.0	124.5	13.2	105.1	10.8	28.3	0.7	26.2	0.6	35.7	13.7	2.6	S	R40D65
J125523.5+535145	193.8483	2.1	53.86271	2.0	71.8	8.5	66.9	7.2	26.2	1.1	25.6	1.0	-63.9	68.3	2.7	S	R40D65
J125713.3+533450	194.3056	2.0	53.58056	2.0	136.0	14.3	132.2	13.5	25.5	0.5	25.2	0.5	-23.4	52.1	2.6	S	R40D65
J125638.5+533424	194.16081	2.0	53.57343	2.0	560.5	56.3	491.5	49.2	27.3	0.2	25.2	0.1	88.8	2.9	2.6	M	R40D65
J125511.4+533354	193.79776	2.3	53.56527	2.4	60.2	7.4	35.0	4.6	34.8	3.1	30.9	2.5	-12.9	30.6	2.7	S	R40D65
J125447.1+533442	193.69644	2.4	53.5784	2.3	29.8	5.6	25.8	3.8	28.2	3.3	25.6	2.7	87.1	47.5	2.8	S	R40D65
J125459.1+533136	193.74654	2.1	53.52692	2.1	67.7	8.3	61.6	6.8	26.4	1.2	26.0	1.2	45.4	90.0	2.8	S	R40D65
J125311.2+540404	193.29668	2.0	54.06801	2.0	456.5	45.9	405.3	40.6	27.3	0.2	25.8	0.2	-66.4	3.9	2.7	S	R40D65
J125419.8+535040	193.58289	2.2	53.8446	2.2	44.3	6.4	37.4	4.7	28.3	2.2	26.1	1.9	-3.8	39.3	2.8	S	R40D65
J125005.5+535609	192.52312	2.1	53.93598	2.2	51.9	6.7	40.7	4.8	29.8	2.0	26.8	1.6	0.1	23.3	2.5	S	R40D65
J125158.8+534601	192.99525	2.3	53.76715	2.3	43.8	6.2	32.6	4.3	31.4	2.8	26.8	2.1	38.6	21.9	2.6	S	R40D65
J125050.0+535034	192.70866	2.1	53.84305	2.0	98.4	10.7	77.2	8.2	30.1	1.1	26.4	0.9	90.0	9.5	2.5	S	R40D65
J125028.0+534859	192.61699	2.7	53.81654	2.9	31.1	5.1	19.0	3.3	33.9	5.1	30.1	4.1	-10.0	50.4	2.5	S	R40D65
J124930.2+534636	192.37605	2.0	53.77672	2.0	210.7	21.5	153.2	15.5	31.7	0.6	27.1	0.4	24.2	6.8	2.5	C	R39D65
J124928.6+534532	192.36951	2.0	53.75895	2.0	250.3	25.4	189.9	19.2	31.3	0.5	26.4	0.3	19.0	5.5	2.5	C	R39D65
J125023.8+543946	192.59946	2.1	54.66299	2.2	72.1	8.4	46.5	5.5	33.4	2.2	28.9	1.7	-27.1	18.8	2.7	S	R39D66
J124647.7+545316	191.69879	2.1	54.88796	2.3	136.1	14.1	53.7	6.0	51.5	2.9	30.8	1.3	18.7	4.7	2.5	S	R39D66
J124705.8+544520	191.77443	2.0	54.75563	2.0	127.8	13.5	102.5	10.6	28.8	0.8	27.0	0.7	-28.0	16.4	2.6	S	R39D66
J124558.7+543515	191.4948	2.0	54.58768	2.0	849.1	85.1	754.7	75.5	27.0	0.1	25.9	0.1	19.8	3.3	2.6	M	R39D66
J124512.6+545130	191.30292	2.0	54.85852	2.1	104.7	11.2	72.5	7.7	32.3	1.3	27.9	1.0	6.9	10.2	2.5	S	R39D66
J124458.1+545035	191.24243	2.3	54.8431	2.3	23.2	4.9	23.4	3.4	25.9	2.9	23.9	2.4	52.9	53.7	2.5	S	R39D66
J124347.8+545345	190.94933	2.2	54.89598	2.2	51.1	6.6	36.9	4.6	31.3	2.4	27.6	1.9	1.4	23.7	2.5	S	R39D66
J124532.0+544415	191.38374	2.3	54.73752	2.4	28.6	5.2	24.9	3.6	29.1	3.3	24.7	2.4	-19.8	27.1	2.5	S	R39D66
J124229.9+545552	190.62494	2.0	54.93125	2.0	122.2	12.9	91.7	9.5	29.5	0.9	28.3	0.8	-29.2	27.7	2.5	S	R39D66
J124125.0+545954	190.35426	2.0	54.99835	2.0	93.9	10.2	75.4	8.0	29.7	1.1	26.2	0.8	-24.9	9.7	2.4	S	R39D66
J124127.5+545819	190.36481	2.1	54.97196	2.1	49.2	6.5	47.0	5.3	26.8	1.5	24.4	1.2	-75.9	21.9	2.4	S	R39D66
J124120.2+544410	190.33449	2.0	54.73612	2.0	98.0	10.7	84.0	8.8	28.9	0.9	25.3	0.7	-30.3	10.3	2.5	S	R39D65
J124154.6+543233	190.47772	2.1	54.54255	2.2	59.6	7.2	41.4	4.9	31.2	2.1	28.8	1.8	-16.1	34.4	2.5	S	R39D65
J124101.3+542906	190.25571	2.4	54.48503	2.3	28.8	5.1	24.2	3.5	28.9	3.3	25.7	2.6	88.9	39.7	2.5	S	R39D65
J124915.9+535350	192.31654	2.2	53.89733	2.2	30.2	5.2	28.6	3.8	26.0	2.3	25.4	2.2	22.4	90.0	2.5	S	R39D65
J124720.6+535756	191.83624	2.1	53.96557	2.1	51.0	6.6	47.2	5.3	26.6	1.5	25.4	1.3	32.8	47.7	2.5	S	R39D65
J124805.7+534828	192.02386	2.0	53.80792	2.0	217.3	22.1	149.6	15.2	33.5	0.7	27.1	0.4	87.5	5.5	2.5	S	R39D65
J124652.3+534310	191.71832	2.0	53.71954	2.0	199.7	20.4	165.8	16.8	28.8	0.5	26.1	0.4	85.2	8.2	2.5	S	R39D65
J124614.8+535457	191.56198	2.1	53.91602	2.0	264.9	27.1	112.6	11.5	45.8	1.5	25.7	0.5	3.1	2.5	2.5	M	R39D65
J124550.3+535238	191.45985	2.1	53.87735	2.1	61.2	7.4	52.3	5.8	27.4	1.3	26.7	1.3	9.3	74.3	2.4	S	R39D65
J124442.8+541322	191.17863	2.0	54.22284	2.0	100.8	10.8	80.1	8.4	29.2	0.9	27.0	0.8	59.8	17.7	2.4	S	R39D65
J124232.8+541324	190.63702	2.2	54.22354	2.6	69.9	7.8	32.9	4.1	44.9	3.9	29.6	2.0	15.1	10.0	2.4	S	R39D65
J124230.6+542255	190.62781	2.4	54.38212	2.5	21.0	4.6	19.7	3.1	26.8	3.4	24.8	2.9	-14.9	67.6	2.4	S	R39D65
J124020.5+542648	190.08565	2.1	54.44675	2.1	71.2	8.2	57.2	6.3	28.9	1.3	27.0	1.2	6.9	28.0	2.5	S	R39D65
J124429.2+540051	191.12199	2.2	54.01439	2.2	28.6	5.0	29.2	3.8	25.7	2.2	23.8	1.9	7.1	45.2	2.4	S	R39D65
J124316.0+540209	190.81677	2.0	54.03608	2.0	116.6	12.3	97.5	10.1	28.0	0.7	26.7	0.7	-38.1	22.8	2.4	S	R39D65
J124112.6+535822	190.30284	2.0	53.97303	2.0	63.4	7.6	62.8	6.7	25.3	1.0	25.0	1.0	27.8	90.0	2.5	S	R39D65
J124125.0+535238	190.35423	2.1	53.87734	2.1	76.9	8.7	60.3	6.6	29.6	1.3	27.0	1.1	33.1	20.0	2.5	S	R39D65
J125441.8+531824	193.67435	2.6	53.3069	2.3	50.9	7.0	31.3	4.5	35.6	3.9	28.6	2.7	-79.7	20.0	3.0	S	R40D65
J125414.4+531954	193.56036	2.1	53.33192	2.1	64.2	8.2	61.4	6.8	25.7	1.3	25.4	1.2	-0.2	90.0	3.0	S	R40D65
J125552.8+530348	193.97021	2.3	53.06339	2.2	30.7	5.8	30.6	4.2	26.8	2.7	23.4	2.0	57.0	28.6	2.9	S	R40D65
J125622.2+530020	194.0929	2.2	53.00574	2.2	64.8	8.0	41.4	5.2	31.8	2.4	30.7	2.2	20.7	87.2	2.8	S	R40D65
J125511.2+531002	193.79675	2.0	53.16744	2.0	120.8	13.1	117.9	12.2	25.7	0.7	24.9	0.6	56.9	36.3	3.0	S	R40D65
J125423.8+531231	193.59953	2.0	53.20878	2.0	105.1	11.7	97.6	10.2	26.7	0.9	25.2	0.8	-33.1	20.8	3.0	S	R40D65
J125439.9+530538	193.66631	2.0	53.09392	2.0	504.5	50.9	338.2	34.0	38.0	0.5	25.1	0.2	58.3	1.2	3.0	M	R40D65
J125433.9+530453	193.64136	2.1	53.08156	2.0	370.8	37.6	160.3	16.3	56.3	1.4	27.5	0.5	41.9	1.7	3.0	M	R40D65
J125312.0+530112	193.30017	2.0	53.0202	2.0	1228.6	123.2	994.9	99.5	29.3	0.1	26.7	0.1	81.8	1.5	3.0	M	R40D65
J125203.1+532556	193.01331	2.0	53.43244	2.0	77.3	9.1	75.4	8.0	26.0	1.0	24.7	0.9	-1.6	26.7	2.7	S	R40D65
J125103.4+532226	192.76443	2.1	53.37412	2.1	63.6	7.8	60.5	6.6	26.1	1.2	25.2	1.1	22.5	54.7	2.6	S	R40D65
J125212.4+531146	193.05206	2.1	53.19617	2.0	153.9	16.0	97.2	10.2	36.4	1.2	27.2	0.7	68.1	3.5	2.8	S	R40D65
J125020.2+531802	192.58434	2.0	53.30074	2.0	146.6	15.3	127.4	13.0	27.0	0.6	26.7	0.6	-22.8	87.7	2.6	S	R40D65
J124950.9+530845	192.46219	2.1	53.14596	2.1	79.5	9.1	66.6	7.2	28.1	1.2	26.6	1.1	-58.5	33.6	2.6	S	R39D65
J124833.9+530631	192.14133	2.0	53.10863	2.0	138.5	14.5	109.3	11.2	29.5	0.8	26.9	0.6	-89.0	13.0	2.6	S	R39D65
J125553.1+524956	193.97148	2.0	52.83249	2.0	378.6	38.2	340.6	34.2	26.7	0.2	26.0	0.2	-31.8	11.6	2.9	S	R40D65
J125248.6+525700	193.20262	2.1	52.95013	2.1	55.5	7.6	54.2	6.2	25.7	1.4	25.0	1.4	62.6	80.6	3.0	S	R40D65
J125406.0+524428	193.52509	2.2	52.74131	2.5	33.3	5.9	27.7	4.1	30.8	3.7	24.5	2.4	-4.2	20.1	2.9	S	R40D65
J125300.0+524801	193.25021	2.1	52.80052	2.0	91.9	10.5	78.1	8.4	27.6	1.1	26.6	1.0	66.9	44.0	3.0	S	R40D65
J125235.7+524657	193.14877	2.0	52.78255	2.0	178.4	18.5	142.4	14.6	28.5	0.6	27.5	0.6	57.1	22.9	2.9	S	R40D65
J125239.4+524430	193.16458	2.5	52.74176	3.2	36.1	5.9	22.0	3.8	38.1	6.1	27.0	3.3	-13.6	18.5	2.9	S	R40D65
J125445.3+522808	193.68913	2.0	52.4689	2.0	125.0	13.3	116.9	12.0	26.3	0.6	25.4	0.6	17.5	26.8	2.6	S	R40D65
J125306.9+523930	193.27895	2.0	52.65837	2.0	290.0	29.4	263.5	26.5	26.6	0.3	25.9	0.3	-66.5	14.5	2.9	S	R40D65
J125230.2+523011	193.12624	2.0	52.50317	2.1	172.6	17.8	89.8	9.4	44.6	1.7	26.9	0.7	-31.8	1.9	2.7	S	R40D65
J125119.0+525354	192.82918	2.0	52.89853	2.1	87.0	9.9	74.0	7.9	27.7	1.1	26.6	1.0	-30.4	38.4	2.8	S	R40D65
J125211.4+524814	193.04778	2.2	52.80409	2.2	35.2	6.1	32.9	4.4	27.4	2.6	24.4	2.1	-48.9	30.9	2.9	C	R40D65
J125208.3+524813	193.03462	2.4	52.80364	2.3	32.3	5.9	28.4	4.1	28.3	3.1	25.1	2.5	81.0	36.4	2.9	C	R40D65
J125208.4+524530	193.03537	2.0	52.75857	2.0	8882.3	888.2	7575.7	757.6	28.8	0.0	26.8	0.0	75.0	0.2	2.9	M	R40D65
J125048.9+523835	192.70393	2.0	52.64317	2.0	191.8	19.7	158.4	16.1	28.5	0.5	26.6	0.5	0.4	10.9	2.7	S	R39D64
J124944.6+523315	192.4362	2.1	52.55417	2.1	62.9	7.5	53.0	5.9	28.2	1.4	26.3	1.2	44.8	28.2	2.4	S	R39D64
J124753.7+533822	191.97379	2.2	53.63968	2.4	35.3	5.6	28.2	3.9	29.8	3.0	26.3	2.3	-5.1	34.0	2.5	S	R39D65
J124502.5+533631	191.26054	2.0	53.60863	2.0	129.1	13.6	118.0	12.1	26.7	0.6	25.6	0.5	74.3	21.6	2.4	S	R39D65
J124726.4+532401	191.86034	2.1	53.40037	2.1	105.0	11.3	65.6	7.1	35.1	1.6	28.5	1.1	-23.7	10.4	2.5	C	R39D65
J124720.0+532350	191.83369	2.1	53.39731	2.1	77.3	8.7	48.5	5.6	32.6	1.9	30.6	1.7	-11.9	38.7	2.5	C	R39D65
J124328.1+534007	190.86717	2.2	53.66883	2.3	32.6	5.3	28.7	3.8	28.8	2.7	24.7	2.0	-19.9	25.8	2.5	S	R39D65
J124248.9+534646	190.70387	2.0	53.77947	2.0	300.4	30.3	248.2	25.0	29.3	0.3	25.8	0.3	88.5	4.1	2.5	S	R39D65
J124302.2+533150	190.75955	2.0	53.5306	2.0	137.8	14.4	119.8	12.2	28.5	0.6	25.2	0.5	24.4	7.9	2.4	S	R39D65
J124213.6+533920	190.55685	2.0	53.65556	2.0	65.8	7.9	65.8	7.0	25.2	1.0	24.8	0.9	-16.0	89.8	2.5	S	R39D65
J124104.0+533538	190.26688	2.1	53.59407	2.2	35.7	5.6	35.7	4.4	26.1	1.9	24.0	1.6	16.5	36.0	2.5	S	R39D65
J124042.3+533423	190.17639	2.1	53.57312	2.1	52.8	6.9	54.6	6.0	24.7	1.1	24.4	1.1	-15.7	90.0	2.5	S	R39D65
J124020.5+533452	190.08566	2.0	53.58125	2.0	595.7	59.9	475.5	47.6	31.5	0.2	25.4	0.1	70.8	1.3	2.6	M	R39D65
J124016.0+533442	190.06677	2.0	53.57854	2.0	175.8	18.1	110.7	11.4	32.8	0.9	30.2	0.7	-9.1	13.2	2.6	C	R39D65
J124321.7+532708	190.84056	2.4	53.45233	2.9	32.0	5.1	21.3	3.4	35.8	5.0	26.2	2.8	10.1	19.4	2.5	C	R39D65
J124322.3+532619	190.84319	2.0	53.43865	2.0	303.8	30.7	287.1	28.8	25.8	0.2	25.6	0.2	-61.9	37.6	2.5	C	R39D65
J124227.7+533124	190.61578	2.0	53.52352	2.0	395.6	39.8	368.2	36.9	26.2	0.2	25.6	0.2	-20.8	13.7	2.4	S	R39D65
J124214.3+533015	190.55991	2.0	53.50442	2.0	113.0	12.1	106.2	10.9	26.7	0.6	24.9	0.6	28.8	14.2	2.4	S	R39D65
J124255.8+531850	190.73285	2.1	53.3141	2.1	32.7	5.4	33.2	4.1	24.9	1.9	24.7	1.8	7.3	0.6	2.5	S	R39D65
J124312.4+531523	190.80193	2.2	53.25666	2.2	36.9	5.6	32.1	4.1	28.0	2.3	25.7	2.0	32.8	40.2	2.5	S	R39D65
J124031.0+532754	190.12956	2.0	53.46516	2.0	347.5	35.0	317.6	31.9	26.8	0.2	25.5	0.2	16.7	6.8	2.6	S	R39D65
J124007.1+533429	190.02979	2.0	53.5748	2.0	911.8	91.5	462.7	46.3	51.7	0.5	26.4	0.2	79.9	0.8	2.6	M	R39D65
J123952.9+532845	189.97081	2.5	53.47929	2.3	58.3	7.2	33.2	4.4	37.4	3.5	29.4	2.3	-67.1	16.5	2.7	S	R39D65
J124034.6+532120	190.14441	2.0	53.35582	2.0	259.1	26.3	247.0	24.8	25.8	0.3	25.4	0.3	-6.2	31.0	2.6	S	R39D65
J123847.9+532103	189.69991	2.1	53.35095	2.1	53.6	7.2	48.8	5.6	27.4	1.7	25.0	1.4	76.6	27.2	2.8	S	R39D65
J124650.3+530345	191.70984	2.0	53.06276	2.0	185.0	19.0	157.0	15.9	28.0	0.5	26.3	0.4	82.0	11.9	2.5	S	R39D65
J124716.5+525340	191.81886	2.1	52.89457	2.2	47.8	6.3	38.4	4.6	29.5	2.0	26.4	1.6	-21.5	26.4	2.4	S	R39D65
J124559.9+525440	191.4996	2.7	52.9112	2.7	22.3	4.6	16.9	3.0	29.9	4.6	27.7	4.0	-35.7	82.2	2.4	S	R39D65
J124429.5+530341	191.12296	2.0	53.06143	2.0	330.9	33.6	187.1	18.9	36.0	0.6	27.2	0.4	7.0	2.5	2.5	M	R39D65
J124357.1+530638	190.98804	2.3	53.11056	2.5	20.3	4.8	20.3	3.2	26.2	3.4	23.8	2.8	13.9	54.7	2.5	S	R39D65
J124350.6+530711	190.96111	2.1	53.11992	2.1	42.1	6.1	40.2	4.8	26.2	1.7	25.0	1.5	52.4	57.6	2.5	S	R39D65
J124643.4+525023	191.68117	2.0	52.83992	2.0	96.3	10.4	89.2	9.2	26.9	0.7	25.1	0.6	-21.5	17.5	2.3	S	R39D65
J124353.7+525307	190.97388	2.1	52.88531	2.1	76.4	8.7	63.4	6.8	28.1	1.2	26.8	1.1	-67.5	37.1	2.4	S	R39D65
J124301.3+531008	190.75552	2.0	53.16911	2.0	121.8	12.9	114.5	11.7	26.1	0.6	25.5	0.6	-71.9	40.7	2.5	S	R39D65
J124235.6+530512	190.64857	2.2	53.08672	2.2	38.5	5.8	33.5	4.2	27.6	2.2	26.0	2.0	-22.8	54.9	2.5	S	R39D65
J124126.0+531317	190.3586	2.0	53.22148	2.0	116.7	12.5	109.3	11.2	26.0	0.6	25.7	0.6	-32.6	70.2	2.5	S	R39D65
J124053.8+530004	190.22458	2.4	53.00114	3.5	57.8	6.8	23.7	3.6	52.1	7.0	29.3	2.8	11.0	11.5	2.6	S	R39D65
J123917.6+531431	189.82365	2.1	53.24222	2.1	142.9	14.9	66.9	7.3	42.8	2.1	31.2	1.3	45.3	6.9	2.8	C	R39D65
J123912.6+531400	189.80289	2.1	53.23339	2.1	117.0	12.6	74.2	8.0	35.7	1.6	27.6	1.0	43.8	7.2	2.8	C	R39D65
J123930.4+531145	189.87694	2.1	53.19593	2.1	85.7	9.8	62.3	6.9	31.2	1.6	27.6	1.3	65.8	16.9	2.8	S	R39D65
J123902.2+530616	189.75957	2.0	53.10471	2.0	709.7	71.3	545.2	54.6	31.8	0.2	25.9	0.1	9.0	1.3	3.0	M	R39D65
J124231.9+525611	190.6331	2.6	52.93657	2.7	26.8	5.0	19.6	3.3	31.3	4.5	27.3	3.5	41.8	43.8	2.5	S	R39D65
J123849.8+524935	189.7075	2.0	52.82645	2.0	2220.7	222.2	1898.3	189.9	29.6	0.1	27.6	0.0	-29.7	1.1	3.1	M	R39D65
J124451.6+572803	191.2151	2.2	57.4676	2.2	59.7	7.5	41.7	5.1	31.8	2.4	28.1	1.9	66.1	25.9	2.8	C	R39D67
J124445.6+572813	191.19012	2.0	57.47035	2.0	110.8	12.0	93.3	9.8	28.3	0.9	26.3	0.8	73.8	18.5	2.8	C	R39D67
J124347.6+572842	190.94859	2.0	57.47841	2.0	157.6	16.5	143.3	14.6	26.7	0.5	25.7	0.5	77.7	21.9	2.8	S	R39D67
J124348.9+572059	190.95378	3.2	57.34989	3.1	54.0	6.7	21.3	3.6	44.8	6.7	35.3	4.6	-49.5	28.5	2.8	S	R39D67
J124156.9+573043	190.48726	2.0	57.51202	2.0	7663.8	766.5	2907.2	290.7	209.3	0.8	29.3	0.1	81.5	0.2	2.8	M	R39D67
J124024.7+571415	190.10321	2.1	57.23762	2.1	55.0	7.3	53.2	6.0	26.6	1.5	24.3	1.2	15.0	25.0	2.8	S	R39D67
J124135.8+570309	190.39937	2.4	57.05268	2.3	74.4	8.5	40.6	4.9	46.1	3.9	24.9	1.3	-51.3	6.5	2.7	S	R39D67
J124112.2+570424	190.30107	2.0	57.0734	2.0	422.1	42.5	341.2	34.2	29.0	0.2	26.6	0.2	-29.8	4.3	2.7	C	R39D67
J124110.6+570458	190.29449	2.0	57.08283	2.0	337.1	34.0	266.5	26.8	29.7	0.3	26.6	0.3	-7.6	4.3	2.7	C	R39D67
J123949.8+570139	189.95792	5.8	57.02764	2.4	695.2	69.8	272.4	27.4	114.1	13.1	26.4	1.7	11.4	5.4	2.5	M	R39D67
J123727.9+573740	189.36633	2.0	57.62804	2.0	134.9	14.1	106.6	11.0	29.9	0.8	26.5	0.6	-45.6	8.2	2.5	S	R39D67
J123740.1+572705	189.41721	2.0	57.45161	2.1	82.8	9.4	68.9	7.4	28.1	1.1	26.7	1.0	1.5	31.6	2.6	S	R39D67
J123627.9+573415	189.11664	2.2	57.57098	2.3	41.9	5.9	30.5	4.0	31.2	2.8	27.6	2.2	-1.2	29.4	2.5	S	R39D67
J123517.3+573213	188.82242	2.0	57.53707	2.0	160.8	16.6	145.2	14.7	27.0	0.5	25.6	0.4	-14.9	12.9	2.4	S	R39D67
J123456.1+573233	188.73399	2.0	57.54263	2.0	179.8	18.5	167.0	16.9	26.8	0.4	25.1	0.4	-22.4	9.0	2.4	S	R39D67
J123444.7+572820	188.68642	2.1	57.47236	2.1	43.3	6.0	37.5	4.5	27.7	1.9	26.1	1.7	-46.9	46.2	2.4	S	R39D67
J123501.2+572335	188.75523	2.0	57.39309	2.0	256.2	26.0	232.6	23.4	26.7	0.3	25.8	0.3	35.8	11.2	2.4	S	R39D67
J123722.1+571525	189.34213	2.0	57.25702	2.0	395.9	40.2	196.0	19.8	41.1	0.7	29.7	0.4	-88.6	2.2	2.5	M	R39D67
J123543.6+571202	188.93204	2.0	57.20071	2.0	123.2	13.0	99.6	10.3	28.6	0.8	27.1	0.7	-4.6	19.1	2.5	S	R39D67
J123423.3+571912	188.59718	2.1	57.32001	2.2	32.4	5.3	31.8	4.0	26.7	2.2	23.8	1.7	6.3	27.8	2.5	S	R39D67
J123405.6+571600	188.52357	2.3	57.26677	2.4	22.3	4.8	22.1	3.3	25.9	3.0	24.3	2.6	-8.8	71.4	2.5	S	R39D67
J123549.2+570654	188.95528	3.1	57.11527	2.9	41.5	5.5	19.1	3.3	39.6	5.7	34.2	4.5	-60.0	41.6	2.5	S	R39D67
J124305.9+561545	190.77493	2.1	56.26253	2.1	43.5	6.4	40.1	4.9	26.8	1.9	25.3	1.7	-45.5	48.8	2.7	S	R39D66
J124219.6+561657	190.58176	2.6	56.2826	2.6	22.7	5.0	19.0	3.3	28.7	4.3	26.0	3.5	-48.8	59.4	2.6	S	R39D66
J124106.0+562308	190.27499	2.0	56.38556	2.0	1031.7	103.5	843.2	84.4	29.3	0.1	26.1	0.1	-4.0	1.1	2.5	M	R39D66
J123938.9+562838	189.91212	2.0	56.47746	2.0	124.7	13.1	113.0	11.6	27.1	0.6	25.5	0.5	-27.3	16.8	2.4	S	R38D66
J123700.5+565727	189.25212	2.1	56.95751	2.1	61.4	7.4	51.3	5.7	28.3	1.5	26.4	1.3	-16.1	29.7	2.5	S	R39D67
J123443.2+570317	188.68002	2.0	57.05474	2.0	113.7	12.1	95.9	9.9	28.1	0.8	26.4	0.7	88.0	18.0	2.4	C	R38D66
J123437.1+570306	188.65498	2.0	57.05181	2.0	113.7	12.1	95.3	9.8	28.0	0.7	26.7	0.7	-4.6	25.0	2.4	C	R38D66
