ID	RA	e_RA	DEC	e_DEC	Sint	e_Sint	Spk	e_Spk	MAJAX	e_MAJAX	MINAX	e_MINAX	PA	e_PA	Island_RMS	S_Code	Mosaic_Name
J105400.1+450805	163.5006	2.0	45.13475	2.0	1191.5	119.3	1033.5	103.4	28.0	0.1	25.8	0.1	-13.5	0.4	2.9	S	R34D61
J105434.8+445921	163.6452	2.5	44.98927	2.3	28.9	6.0	25.7	4.0	28.2	3.6	25.0	2.9	-81.5	42.1	3.0	S	R34D61
J105434.3+444923	163.6433	2.3	44.82318	2.7	97.8	10.8	41.7	5.3	50.6	4.7	29.0	1.9	-28.5	7.1	3.2	S	R34D61
J104836.2+444430	162.15105	2.3	44.74185	2.2	34.9	6.5	36.4	4.8	27.7	2.7	21.6	1.6	63.2	16.9	3.2	C	R33D61
J104832.1+444428	162.13403	2.0	44.74113	2.0	896.7	89.8	766.9	76.8	28.3	0.1	25.9	0.1	-44.5	3.5	3.2	C	R33D61
J104953.6+444630	162.4735	2.0	44.77512	2.0	1384.9	138.7	1280.2	128.1	25.8	0.1	25.7	0.1	-61.5	49.6	3.2	M	R33D61
J104947.2+444411	162.44679	2.0	44.7364	2.0	197.1	20.4	149.5	15.3	31.0	0.8	26.6	0.6	-66.2	8.2	3.2	S	R33D61
J104934.1+444544	162.39232	2.1	44.76235	2.4	222.5	23.4	95.1	10.0	52.4	3.3	24.2	0.9	-74.0	3.9	3.2	M	R33D61
J104908.0+444053	162.28371	3.1	44.68145	3.6	49.1	6.8	22.6	4.0	48.2	8.4	28.2	3.5	35.9	16.8	3.2	S	R33D61
J104824.5+444128	162.1022	2.2	44.69115	2.5	49.0	7.1	35.2	4.8	34.2	3.6	25.5	2.1	11.4	16.4	3.1	S	R33D61
J104908.6+443440	162.28587	2.3	44.57782	2.6	42.2	6.6	30.3	4.4	33.5	4.0	26.0	2.5	12.2	21.1	3.1	C	R33D61
J104908.5+443403	162.28583	2.1	44.5675	2.2	71.8	8.8	52.8	6.2	31.2	2.0	27.2	1.6	36.5	21.0	3.1	C	R33D61
J110000.1+445230	165.00069	2.0	44.87527	2.0	417.9	42.4	390.2	39.1	25.5	0.2	24.4	0.2	-14.3	8.3	3.1	M	R34D61
J105928.6+444332	164.86935	2.0	44.72583	2.0	108.2	12.1	103.6	10.8	25.9	0.8	25.2	0.8	48.3	50.1	3.1	S	R34D61
J110029.3+443433	165.12212	2.0	44.57585	2.0	173.9	18.2	155.1	15.8	28.2	0.6	24.9	0.5	61.5	7.3	3.1	S	R34D61
J105949.6+442809	164.95686	2.5	44.46942	2.3	43.0	6.8	32.2	4.6	31.5	3.5	26.5	2.5	70.6	26.2	3.2	S	R34D61
J105840.7+444741	164.66988	2.0	44.79495	2.0	135.6	14.5	120.8	12.5	27.1	0.7	25.9	0.7	-86.2	24.8	3.0	S	R34D61
J105845.4+443854	164.68939	2.2	44.6485	2.2	66.4	8.4	48.1	5.8	31.1	2.2	27.7	1.8	-20.9	25.3	3.1	S	R34D61
J105804.0+444213	164.51691	2.7	44.70386	2.7	32.4	6.0	22.8	4.0	32.1	4.9	27.6	3.7	-43.7	41.9	3.1	S	R34D61
J105559.1+444600	163.99632	2.2	44.76689	2.2	52.2	7.5	41.0	5.3	29.2	2.5	27.2	2.2	-29.2	47.8	3.2	S	R34D61
J105810.1+443253	164.54236	2.0	44.54812	2.0	697.5	70.3	426.3	42.7	36.2	0.4	26.6	0.2	-9.0	1.4	3.2	M	R34D61
J105841.4+442449	164.67264	2.1	44.41385	2.1	82.4	9.9	62.4	7.1	29.4	1.7	28.1	1.5	-84.5	52.5	3.3	S	R34D61
J105650.3+442850	164.20993	2.0	44.48063	2.0	186.1	19.4	177.4	18.0	25.7	0.5	25.5	0.5	-72.4	90.0	3.2	S	R34D61
J105611.9+442705	164.04959	2.0	44.45141	2.0	357.3	36.4	249.4	25.1	31.5	0.5	26.1	0.3	-53.9	3.2	3.1	M	R34D61
J110236.6+441939	165.65256	2.1	44.32752	2.1	68.9	8.8	67.9	7.5	25.6	1.2	24.8	1.2	87.9	65.6	3.2	S	R34D61
J110136.8+442256	165.40363	2.1	44.38248	2.1	77.2	9.4	66.9	7.4	28.4	1.4	25.4	1.2	56.9	18.4	3.1	S	R34D61
J110140.3+441919	165.41805	2.2	44.3221	2.4	52.1	7.4	37.1	5.0	31.3	2.9	28.0	2.4	7.0	35.1	3.1	S	R34D61
J110105.8+442845	165.27452	2.1	44.47923	2.2	41.2	6.8	41.0	5.2	25.4	2.0	24.7	1.9	-2.8	90.0	3.1	S	R34D61
J110045.9+442740	165.19162	2.1	44.46111	2.1	72.7	9.0	69.5	7.6	25.9	1.2	25.3	1.1	35.2	81.6	3.1	S	R34D61
J110038.5+442716	165.16077	2.2	44.45468	2.2	38.0	6.6	37.4	4.9	25.6	2.2	24.8	2.0	32.1	90.0	3.1	S	R34D61
J110057.4+442626	165.23949	2.3	44.44066	2.3	47.6	7.1	35.7	4.9	29.9	2.8	27.9	2.5	-76.2	55.7	3.1	S	R34D61
J110104.8+442340	165.2701	2.0	44.39449	2.0	111.8	12.4	106.2	11.1	26.4	0.8	24.9	0.7	-71.1	21.8	3.1	S	R34D61
J110006.3+442144	165.02637	2.1	44.36224	2.1	90.6	10.5	69.6	7.7	30.2	1.5	27.0	1.2	-40.0	18.6	3.2	S	R34D61
J105954.1+442200	164.97546	2.0	44.3668	2.0	171.8	18.0	149.8	15.3	27.6	0.6	26.0	0.6	-49.6	15.2	3.2	S	R34D61
J110117.3+442143	165.32249	2.1	44.36203	2.1	59.3	8.0	59.4	6.7	25.2	1.3	24.8	1.3	80.6	90.0	3.1	S	R34D61
J110121.0+441559	165.33774	2.0	44.26646	2.0	129.7	14.1	125.3	12.9	25.9	0.7	25.0	0.6	10.1	31.6	3.2	S	R34D61
J105925.3+442252	164.85544	2.2	44.38133	2.3	39.9	6.8	35.9	4.9	27.2	2.6	25.5	2.3	22.8	57.2	3.2	S	R34D61
J105802.4+441348	164.51009	2.0	44.23024	2.0	117.8	13.0	102.8	10.8	27.7	0.9	25.8	0.8	-85.3	19.2	3.2	S	R34D61
J105937.2+440141	164.90524	2.3	44.02814	2.4	32.2	6.5	30.6	4.5	26.4	3.0	25.0	2.7	-7.1	82.4	3.3	S	R34D61
J105709.3+440154	164.28912	2.0	44.03185	2.0	212.5	21.8	203.4	20.5	26.0	0.4	25.1	0.3	86.1	16.7	2.8	S	R34D61
J105843.1+440015	164.6797	2.0	44.0043	2.0	595.8	59.8	533.5	53.5	27.2	0.2	25.7	0.2	-36.1	4.2	3.2	S	R34D61
J105411.7+442408	163.54906	2.0	44.40249	2.0	122.9	13.2	93.1	9.8	29.0	1.0	28.5	0.9	-48.9	76.4	2.9	S	R34D61
J105135.2+442711	162.89684	2.3	44.4531	2.3	44.5	6.9	34.4	4.8	28.9	2.8	28.0	2.7	-1.9	90.0	3.1	S	R34D61
J104935.1+442203	162.39651	2.0	44.36752	2.0	800.5	80.5	375.4	37.6	47.5	0.5	29.0	0.2	-65.7	1.0	2.8	M	R33D60
J105126.3+441823	162.85992	2.0	44.30651	2.0	1476.8	147.8	1277.9	127.8	28.1	0.1	25.2	0.1	36.0	1.0	2.9	M	R33D60
J105013.1+441631	162.55473	2.0	44.27554	2.0	1806.7	180.8	1606.7	160.7	27.2	0.1	26.6	0.1	-58.1	3.3	2.8	M	R33D60
J105054.8+440829	162.72855	2.0	44.14162	2.0	126.7	13.5	127.2	13.0	25.4	0.6	24.5	0.5	41.3	25.8	2.8	S	R33D60
J105027.7+440708	162.61552	2.0	44.11894	2.0	263.9	26.8	188.0	19.0	34.3	0.6	25.6	0.3	22.9	2.6	2.7	S	R33D60
J105515.5+440933	163.81483	2.0	44.15943	2.0	293.4	30.0	166.8	16.9	41.1	1.0	24.6	0.4	9.8	2.1	2.7	M	R34D61
J105420.5+441045	163.58554	2.2	44.17941	2.2	33.8	5.8	32.7	4.3	26.4	2.3	24.5	2.0	38.7	44.5	2.7	S	R34D61
J105357.0+440431	163.48778	2.0	44.07551	2.0	194.2	19.9	143.2	14.6	33.3	0.7	25.4	0.4	3.7	2.3	2.7	S	R34D61
J105400.8+440327	163.50349	2.1	44.05766	2.2	35.9	5.8	36.1	4.5	26.2	2.0	23.8	1.7	14.0	30.8	2.7	S	R34D61
J105223.3+440848	163.09729	2.3	44.14667	2.2	44.0	6.5	34.9	4.6	30.1	2.7	26.2	2.1	54.5	27.5	2.8	S	R33D60
J105242.9+440712	163.17903	2.0	44.12004	2.0	498.7	50.1	460.9	46.2	26.2	0.2	25.8	0.2	57.3	12.7	2.8	S	R34D61
J105101.6+440550	162.75688	2.0	44.09728	2.0	122.3	13.1	110.9	11.4	26.8	0.7	25.8	0.6	-12.9	27.5	2.7	C	R33D60
J105102.3+440513	162.75974	2.1	44.0872	2.1	82.1	9.4	62.2	6.9	29.7	1.4	27.8	1.3	28.2	29.1	2.7	C	R33D60
J104532.3+451254	161.38475	2.0	45.21509	2.0	71.9	8.4	67.7	7.2	26.8	1.1	24.7	0.9	21.2	20.6	2.5	S	R33D61
J104615.9+451206	161.56627	2.0	45.2019	2.0	260.0	26.4	213.5	21.5	29.4	0.4	25.9	0.3	-86.7	5.5	2.6	S	R33D61
J104529.8+450516	161.37456	2.0	45.08783	2.0	152.4	15.9	143.8	14.6	25.9	0.5	25.6	0.5	76.7	52.9	2.6	S	R33D61
J104308.1+451032	160.78398	2.0	45.17559	2.0	150.4	15.6	147.6	14.9	25.4	0.4	25.1	0.4	-59.2	61.1	2.3	S	R33D61
J104415.3+450250	161.06404	2.7	45.04726	2.6	37.1	5.4	21.4	3.4	34.7	4.5	31.2	3.7	61.0	51.0	2.4	S	R33D61
J104611.3+450341	161.54745	2.3	45.06143	2.3	22.8	5.2	23.8	3.5	24.6	2.7	24.4	2.7	73.1	1.1	2.7	S	R33D61
J104543.3+450242	161.43063	2.0	45.04522	2.0	872.2	87.4	636.3	63.7	32.5	0.2	25.5	0.1	31.7	0.8	2.6	M	R33D61
J104143.7+445530	160.4323	2.3	44.92527	2.4	25.8	4.7	22.1	3.3	27.2	3.0	26.8	2.9	-3.9	0.3	2.3	S	R33D61
J104043.4+445336	160.18123	2.1	44.89346	2.0	120.5	12.6	74.1	7.8	37.6	1.4	27.0	0.8	-62.8	5.0	2.3	S	R33D61
J104309.1+444405	160.78818	2.0	44.73496	2.0	232.2	23.9	156.0	15.8	33.1	0.6	24.2	0.3	22.6	2.5	2.4	M	R33D61
J104108.4+445153	160.28506	2.1	44.8649	2.1	79.2	8.8	56.7	6.2	31.9	1.5	27.3	1.1	81.3	12.5	2.3	C	R33D61
J104105.2+445139	160.27193	2.2	44.86109	2.2	53.1	6.5	36.6	4.4	33.2	2.4	27.3	1.7	59.4	15.7	2.3	C	R33D61
J104022.8+444937	160.09502	2.0	44.82703	2.1	85.4	9.4	66.5	7.1	32.0	1.3	25.1	0.8	13.7	6.9	2.3	S	R33D61
J104157.8+444704	160.49113	2.1	44.78461	2.2	49.6	6.3	36.0	4.4	32.0	2.4	27.0	1.7	17.3	18.2	2.3	S	R33D61
J104203.8+444435	160.51616	2.0	44.74322	2.1	63.5	7.5	58.1	6.3	26.7	1.1	25.5	1.0	-6.0	37.8	2.3	S	R33D61
J104721.4+444445	161.83943	2.1	44.74595	2.0	80.1	9.5	72.0	7.8	27.2	1.2	25.5	1.0	66.1	28.9	2.9	S	R33D61
J104539.9+444957	161.41634	2.0	44.83262	2.0	189.8	19.5	179.6	18.2	26.0	0.4	25.4	0.4	60.6	28.4	2.7	C	R33D61
J104543.7+444947	161.43228	2.0	44.82996	2.0	150.4	15.7	120.6	12.4	29.0	0.7	26.9	0.6	-86.4	14.0	2.7	C	R33D61
J104538.1+443740	161.40891	2.7	44.62783	2.6	46.7	6.2	25.5	3.8	39.9	4.9	28.7	2.8	-47.0	17.4	2.6	C	R33D61
J104713.6+443449	161.80669	2.0	44.58052	2.0	117.6	12.7	119.8	12.3	24.8	0.6	24.7	0.6	-38.7	90.0	2.8	S	R33D61
J104505.3+443112	161.27229	2.1	44.5201	2.1	48.2	6.5	43.7	5.1	26.3	1.6	26.2	1.5	-60.2	0.9	2.5	S	R33D61
J104322.7+443807	160.84464	2.2	44.63537	2.1	119.0	13.1	64.8	6.9	38.7	2.1	24.2	0.9	21.7	5.0	2.4	M	R33D61
J104319.3+443610	160.83052	2.5	44.6029	2.3	82.2	8.9	32.7	4.2	44.0	3.7	35.7	2.6	62.6	18.1	2.4	S	R33D61
J104128.4+443014	160.36874	2.0	44.5041	2.0	85.7	9.4	81.8	8.5	26.0	0.7	25.1	0.7	-10.8	34.3	2.3	S	R33D61
J104308.2+442631	160.78429	2.2	44.44213	2.2	34.7	5.4	30.4	3.9	27.8	2.3	25.6	2.0	-59.2	42.7	2.4	S	R33D61
J103924.1+445952	159.85043	2.5	44.99787	2.6	19.3	4.3	16.7	2.9	27.9	4.0	26.0	3.5	9.6	82.8	2.2	S	R33D61
J103914.5+445522	159.81071	2.1	44.92304	2.1	38.5	5.5	35.3	4.2	26.8	1.8	25.4	1.6	33.4	48.8	2.3	S	R33D61
J103823.8+445747	159.59953	2.1	44.96332	2.1	33.6	5.1	32.9	4.0	25.5	1.8	25.0	1.7	-45.9	90.0	2.3	S	R33D61
J103714.2+445243	159.30927	2.4	44.87872	2.3	33.0	5.1	25.4	3.5	31.3	3.3	25.9	2.3	-57.9	22.4	2.3	S	R33D61
J103643.5+445359	159.18137	2.7	44.89985	2.8	35.0	5.1	20.6	3.2	39.6	5.6	26.9	2.8	39.9	15.2	2.4	S	R33D61
J103652.9+444818	159.22076	2.0	44.80505	2.1	54.4	6.8	55.0	6.0	25.2	1.1	24.5	1.0	26.9	63.3	2.4	S	R33D61
J103643.9+444802	159.18327	2.8	44.80059	2.8	34.2	5.1	18.9	3.2	34.1	4.7	33.3	4.5	-13.4	90.0	2.4	S	R33D61
J103810.4+444727	159.54333	2.1	44.79104	2.1	112.2	12.5	62.1	6.6	36.7	1.9	24.9	0.9	59.4	5.5	2.3	M	R33D61
J103657.2+444648	159.23854	2.1	44.7802	2.1	79.5	8.8	53.7	5.9	32.9	1.6	28.1	1.2	-29.5	12.5	2.4	S	R33D61
J103645.4+444702	159.18924	2.2	44.78395	2.4	44.4	5.9	30.0	3.9	33.9	3.1	27.3	2.1	1.3	17.4	2.4	S	R33D61
J104009.0+444545	160.03773	2.0	44.76257	2.0	102.7	11.0	104.4	10.7	24.9	0.5	24.7	0.5	60.2	87.6	2.3	S	R33D61
J103842.4+444434	159.67686	2.5	44.74299	2.5	24.6	4.6	19.3	3.1	30.7	4.1	25.9	3.0	41.2	32.0	2.3	S	R33D61
J103915.1+444137	159.81323	2.0	44.69367	2.1	188.9	19.4	85.9	8.9	39.3	1.4	27.0	0.7	60.3	4.2	2.3	M	R33D61
J103736.8+443802	159.40366	2.0	44.63408	2.0	176.4	18.1	168.7	17.0	26.0	0.4	25.1	0.3	-33.0	15.9	2.3	S	R33D61
J103802.3+443329	159.50996	2.0	44.55818	2.0	84.6	9.4	77.7	8.1	26.3	0.8	25.9	0.8	-15.8	82.4	2.4	S	R33D61
J103516.8+445019	158.82039	2.1	44.83869	2.2	46.1	6.3	38.7	4.7	28.8	2.0	25.9	1.7	-0.3	26.0	2.5	S	R33D61
J103453.2+444106	158.72185	2.3	44.68512	2.5	37.7	5.6	25.8	3.8	32.5	3.7	28.1	2.8	2.4	31.2	2.6	S	R33D61
J103507.2+443722	158.78021	2.5	44.6229	2.5	27.3	5.0	21.3	3.4	30.2	3.9	26.5	3.1	-52.9	39.8	2.5	S	R33D61
J103348.9+444549	158.45416	2.0	44.76376	2.0	451.6	45.6	414.8	41.6	25.9	0.2	24.8	0.2	-58.3	6.7	2.7	M	R33D61
J103421.0+444320	158.58786	2.2	44.72248	2.3	74.4	8.5	41.2	5.0	37.6	2.8	30.0	1.9	-26.0	13.2	2.6	S	R33D61
J103424.9+444146	158.60382	2.0	44.69614	2.0	96.9	10.7	83.8	8.8	27.1	0.9	26.6	0.9	-52.2	69.8	2.6	S	R33D61
J103324.1+443922	158.35075	2.0	44.65628	2.0	97.6	10.8	91.3	9.5	26.6	0.8	25.1	0.7	66.4	20.8	2.7	C	R33D61
J103320.3+443853	158.33479	2.0	44.64815	2.0	386.1	38.9	282.4	28.4	33.6	0.4	25.4	0.2	15.8	0.5	2.7	C	R33D61
J103643.1+443314	159.17989	2.0	44.55409	2.0	78.9	8.9	75.4	7.9	25.9	0.8	25.3	0.8	-28.9	57.7	2.3	S	R33D61
J103713.9+442812	159.30832	2.0	44.47014	2.0	264.1	26.7	245.5	24.7	26.8	0.3	25.1	0.2	-36.6	5.6	2.3	S	R33D61
J104022.5+443515	160.09398	2.3	44.58776	2.7	22.1	4.5	19.4	3.0	30.8	4.3	23.1	2.4	11.7	19.6	2.3	S	R33D61
J104011.8+443457	160.04955	2.0	44.58259	2.0	72.2	8.2	63.4	6.8	27.8	1.1	25.6	0.9	-35.1	19.8	2.3	S	R33D61
J104033.7+443033	160.14078	2.0	44.50939	2.0	76.4	8.6	66.8	7.1	28.0	1.0	25.5	0.9	34.5	16.5	2.3	S	R33D61
J103944.7+443236	159.93652	2.6	44.54357	2.8	43.4	5.6	22.6	3.3	43.5	5.5	27.5	2.5	-38.3	12.4	2.3	S	R33D61
J103916.6+442820	159.81956	2.0	44.47236	2.0	100.4	10.8	81.7	8.5	28.8	0.9	26.7	0.8	-20.3	16.3	2.3	S	R33D61
J103840.8+442824	159.67007	2.2	44.47351	2.3	37.9	5.4	28.6	3.8	29.8	2.6	27.8	2.3	-18.9	52.2	2.3	S	R33D61
J103737.3+442816	159.40567	2.0	44.47114	2.0	124.9	13.1	122.5	12.5	25.5	0.5	25.0	0.5	-29.3	40.1	2.3	S	R33D61
J103913.5+442539	159.80653	2.5	44.42763	2.4	20.9	4.4	18.4	3.0	28.1	3.7	25.3	3.0	-70.9	52.5	2.3	S	R33D61
J103831.6+441353	159.63203	2.0	44.23165	2.0	96.8	10.4	90.0	9.3	26.5	0.7	25.3	0.6	-23.5	23.6	2.3	S	R33D61
J103907.2+440640	159.78021	2.7	44.1113	2.8	31.8	4.8	18.1	3.0	35.8	5.1	30.7	3.9	-34.7	38.7	2.2	S	R33D61
J103701.6+442438	159.2567	2.1	44.41071	2.1	45.8	6.0	42.3	4.8	26.8	1.5	25.2	1.3	-42.6	36.0	2.2	S	R33D61
J103720.6+441738	159.33585	2.5	44.29394	3.0	40.4	5.3	20.0	3.1	40.2	5.2	31.4	3.4	-12.8	22.2	2.2	C	R33D61
J103638.0+441859	159.15846	2.3	44.31649	2.3	25.3	4.5	21.9	3.1	28.0	3.0	25.8	2.5	61.2	51.2	2.2	S	R33D61
J103519.1+441940	158.8297	2.1	44.32779	2.2	37.8	5.3	33.2	4.0	27.1	1.9	26.3	1.8	20.5	90.0	2.2	S	R33D61
J103503.6+441945	158.7654	2.0	44.32924	2.0	246.6	25.2	205.9	20.7	27.8	0.3	25.0	0.3	19.1	4.6	2.2	M	R33D61
J103532.5+440929	158.88547	2.1	44.15811	2.0	109.8	11.8	64.3	6.8	32.4	1.3	26.3	0.9	-38.3	8.0	2.1	M	R33D61
J103751.9+441255	159.46642	2.0	44.21539	2.0	105.2	11.2	91.6	9.4	27.5	0.7	26.1	0.6	-7.3	19.3	2.2	S	R33D61
J103736.4+440716	159.40189	2.2	44.12137	2.6	44.3	5.6	26.3	3.5	38.9	3.9	27.0	2.1	-1.0	11.6	2.2	S	R33D61
J104840.7+442339	162.16969	2.0	44.39437	2.0	116.1	12.5	97.4	10.2	27.6	0.8	27.0	0.8	14.2	49.7	2.8	S	R33D61
J104803.1+442107	162.01302	2.3	44.35219	2.4	38.1	5.8	28.5	4.0	31.1	3.2	26.8	2.5	15.5	30.3	2.6	S	R33D61
J104545.3+442239	161.4388	2.3	44.37759	2.2	25.0	4.9	25.0	3.5	25.8	2.6	24.3	2.3	53.5	68.5	2.4	S	R33D61
J104516.5+442048	161.31898	2.0	44.34668	2.0	104.4	11.2	99.2	10.2	25.9	0.6	25.4	0.6	-87.8	49.2	2.4	S	R33D61
J104657.9+441742	161.74133	2.5	44.29504	2.1	65.4	7.6	36.5	4.5	42.6	3.6	26.3	1.6	77.2	9.0	2.5	S	R33D61
J104707.7+441641	161.78223	2.0	44.27822	2.0	330.9	33.6	203.0	20.5	34.6	0.5	25.9	0.3	37.4	2.3	2.5	M	R33D61
J104652.5+441330	161.7188	2.5	44.22503	2.3	59.7	7.0	32.3	4.1	42.8	4.0	27.0	1.8	-54.8	10.3	2.4	S	R33D61
J104918.2+440555	162.32622	2.2	44.09864	2.3	89.6	9.8	46.7	5.4	45.8	3.2	26.2	1.2	-38.5	5.5	2.6	S	R33D60
J104616.3+440908	161.56805	2.4	44.15228	2.5	45.7	5.9	26.5	3.7	35.5	3.6	30.4	2.8	36.4	29.2	2.4	C	R33D61
J104616.3+440823	161.56796	2.1	44.13993	2.2	47.3	6.2	37.2	4.5	30.0	2.1	26.5	1.7	-35.2	24.7	2.4	C	R33D61
J104500.5+441320	161.25249	2.0	44.22226	2.0	699.8	70.1	613.4	61.4	27.6	0.1	25.9	0.1	-18.9	3.5	2.3	S	R33D61
J104508.3+440913	161.28459	2.0	44.15386	2.0	216.4	22.3	128.1	13.0	36.2	0.9	24.2	0.4	-48.8	2.5	2.3	M	R33D61
J104233.6+441316	160.64024	2.0	44.22127	2.0	217.4	22.1	199.4	20.1	26.4	0.3	25.8	0.3	-72.7	21.8	2.4	C	R33D61
J104238.3+441303	160.65996	2.0	44.21752	2.0	354.1	35.9	311.4	31.2	26.9	0.2	25.1	0.2	-50.7	5.1	2.4	M	R33D61
J104317.1+440830	160.82149	2.3	44.14184	2.1	117.0	12.8	58.1	6.3	44.0	2.6	23.3	0.8	-19.8	4.1	2.3	M	R33D61
J104145.6+440454	160.44012	2.0	44.08172	2.0	530.5	53.2	467.9	46.9	27.5	0.1	25.8	0.1	-51.5	3.8	2.4	C	R33D61
J104142.1+440510	160.4258	2.0	44.08636	2.0	150.0	15.5	126.4	12.9	29.0	0.6	25.6	0.5	17.9	6.9	2.4	C	R33D61
J104120.8+440000	160.33691	2.0	44.00011	2.0	76.3	8.7	68.1	7.2	26.7	1.0	26.3	0.9	-62.3	90.0	2.4	S	R33D61
J103937.0+440633	159.90424	2.1	44.10933	2.1	30.7	5.0	33.3	4.0	25.1	1.8	23.0	1.5	67.0	31.7	2.3	S	R33D61
J103929.9+440527	159.87489	2.0	44.0911	2.0	245.9	25.2	148.5	15.0	37.7	0.8	24.1	0.3	-31.6	1.9	2.3	M	R33D61
J103721.1+440011	159.33815	2.2	44.0032	2.3	30.7	4.8	25.4	3.4	28.2	2.5	26.8	2.3	14.3	71.7	2.2	S	R33D61
J102841.4+454809	157.17255	2.0	45.80268	2.0	164.0	17.2	151.8	15.5	26.2	0.5	25.7	0.5	-2.4	43.3	3.0	S	R32D62
J102915.8+454743	157.31598	2.1	45.79554	2.1	76.3	9.2	59.9	6.8	29.3	1.6	27.2	1.4	42.0	29.9	3.0	S	R32D62
J102916.4+453253	157.31844	2.6	45.54832	2.6	28.1	5.8	22.1	3.9	29.3	4.3	27.2	3.8	46.4	82.3	3.0	S	R32D62
J102909.5+453158	157.28967	2.2	45.53281	2.2	32.2	6.1	32.4	4.4	26.7	2.6	23.3	2.0	45.1	29.7	3.0	S	R32D62
J103008.7+452945	157.53632	2.0	45.49602	2.0	108.0	11.9	102.3	10.7	25.8	0.7	25.5	0.7	77.4	90.0	2.9	S	R32D62
J102923.4+452013	157.34753	2.0	45.33696	2.0	117.4	12.9	98.0	10.3	27.7	0.9	27.1	0.9	87.8	61.7	3.1	S	R32D62
J102803.9+451806	157.01627	2.1	45.30186	2.2	106.4	11.7	61.2	7.0	37.5	2.3	29.0	1.4	-41.7	9.8	3.1	S	R32D62
J102936.5+451640	157.40219	2.1	45.27803	2.1	135.9	14.5	80.9	8.8	35.6	1.6	29.5	1.2	-14.0	10.1	3.2	C	R32D62
J102939.6+451542	157.41518	2.0	45.26185	2.0	222.6	23.4	126.2	13.0	36.3	1.2	25.9	0.6	-53.6	4.1	3.2	M	R32D62
J103020.9+450534	157.5872	2.6	45.093	2.5	33.1	6.2	25.8	4.2	29.7	4.0	27.0	3.3	-72.0	56.4	3.1	S	R32D62
J102926.4+445853	157.36034	2.2	44.98139	2.1	189.4	19.6	90.6	9.8	42.7	1.9	30.6	1.1	79.5	7.7	3.4	C	R32D61
J102921.1+445845	157.33804	2.3	44.9792	2.2	118.1	12.9	56.1	6.7	40.2	2.8	32.7	2.0	65.8	16.4	3.4	C	R32D61
J102955.2+444802	157.48029	2.1	44.8008	2.1	87.5	10.3	68.2	7.6	30.1	1.6	26.7	1.3	-64.9	19.6	3.2	S	R32D61
J102816.3+443840	157.06795	2.0	44.64451	2.0	305.1	31.0	268.3	27.1	26.8	0.3	26.5	0.3	-12.1	56.7	3.4	S	R32D61
J103206.6+443647	158.02789	2.1	44.61326	2.1	60.6	7.7	51.8	5.9	27.4	1.5	26.7	1.5	-55.2	90.0	2.8	S	R33D61
J103311.6+443523	158.29849	2.0	44.58987	2.0	155.8	16.3	147.4	15.0	26.1	0.5	25.3	0.5	29.8	22.8	2.7	S	R33D61
J103232.5+443451	158.13583	2.0	44.581	2.0	260.1	26.4	234.8	23.6	26.9	0.3	25.7	0.3	75.5	9.2	2.7	S	R33D61
J103210.4+442221	158.04346	2.2	44.37268	2.2	40.5	5.8	33.9	4.2	28.2	2.1	26.5	1.9	-1.6	47.2	2.4	S	R33D61
J102832.7+442456	157.13663	2.0	44.41581	2.0	176.2	18.2	110.9	11.5	34.7	1.1	28.6	0.7	36.8	8.2	2.9	S	R32D61
J102954.9+442527	157.47887	2.0	44.42433	2.0	419.3	42.2	283.4	28.5	27.9	0.3	27.5	0.3	-89.0	24.2	2.7	M	R32D60
J102907.9+442411	157.2831	2.0	44.4032	2.0	290.2	29.4	203.6	20.6	32.0	0.5	27.9	0.4	-2.9	6.3	2.8	S	R32D61
J102840.2+440943	157.16766	2.0	44.16201	2.0	164.0	16.9	114.8	11.8	31.6	0.7	28.2	0.6	82.7	8.5	2.4	S	R32D60
J103413.3+441424	158.55545	2.1	44.2401	2.0	93.3	10.0	65.2	6.9	32.1	1.2	27.8	0.9	-67.3	9.9	2.2	S	R33D61
J103302.6+441527	158.26089	2.7	44.25766	2.7	38.2	5.2	19.9	3.2	35.7	4.5	33.6	4.1	-34.0	85.7	2.3	S	R33D61
J103426.8+440130	158.61174	2.0	44.02524	2.0	84.7	9.2	79.5	8.2	26.3	0.7	25.3	0.7	29.3	28.3	2.1	S	R33D61
J103050.2+440830	157.70921	2.1	44.14182	2.1	52.9	6.5	47.4	5.3	27.2	1.3	25.7	1.2	27.6	36.7	2.2	S	R32D60
J102938.3+440037	157.40961	2.1	44.01049	2.1	47.2	6.0	44.7	5.0	26.6	1.4	24.8	1.2	27.2	28.7	2.2	S	R32D60
J110333.4+440126	165.88956	2.0	44.024	2.0	667.7	67.0	644.0	64.5	25.7	0.1	25.2	0.1	-45.9	10.3	3.3	S	R34D61
J110445.0+440740	166.18761	2.2	44.12792	2.2	47.9	7.6	42.6	5.5	27.0	2.3	26.0	2.1	6.4	90.0	3.4	S	R34D61
J110726.7+440319	166.86137	3.4	44.05538	2.5	141.1	14.8	37.3	5.2	61.8	6.8	38.3	3.4	75.8	11.3	3.7	C	R34D60
J110814.5+441014	167.06059	2.3	44.17075	2.3	43.6	7.9	39.0	5.5	27.3	2.8	25.6	2.5	-48.3	62.9	3.8	S	R34D60
J110946.5+440637	167.44411	2.2	44.11043	2.2	80.7	10.4	60.6	7.3	29.8	2.1	27.9	1.9	17.7	43.7	3.9	S	R34D60
